City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,dudinka,69.4058,86.1778,24.64,63,83,6.97,RU,1719457214
274,touros,-5.1989,-35.4608,23.83,89,32,3.89,BR,1719457378
275,linxia chengguanzhen,35.6003,103.2064,23.3,50,91,1.38,CN,1719457381
276,dali,25.7,100.1833,20.87,83,99,1.62,CN,1719457383
277,east london,-33.0153,27.9116,15.24,84,0,1.44,ZA,1719457141
278,maceio,-9.6658,-35.7353,23.69,88,100,2.57,BR,1719457389
279,turpan,42.9333,89.1667,40.64,16,11,1.6,CN,1719457390
280,mirnyy,62.5353,113.9611,24.5,41,78,4.68,RU,1719457392
281,najran,17.4924,44.1277,27.62,45,59,2.48,SA,1719457396
282,mount gambier,-37.8333,140.7667,13.78,59,10,3.62,AU,1719457398
283,tazovsky,67.4667,78.7,20.57,53,7,6.45,RU,1719457400
284,port alfred,-33.5906,26.891,14.54,84,0,2.6,ZA,1719457401
285,placido de castro,-10.3353,-67.1856,26.46,53,59,0.19,BR,1719457403
286,nova xavantina,-14.6667,-52.35,20.52,52,3,0.38,BR,1719457404
287,karasburg,-28.0167,18.75,11.2,39,0,5.44,NA,1719457233
288,smithers,54.7804,-127.1743,17.74,68,90,0.63,CA,1719457407
289,petropavlovsk-kamchatsky,53.0452,158.6483,16.33,45,0,4.0,RU,1719457409
290,nahiyat ash shinafiyah,31.5874,44.6602,33.69,19,0,5.76,IQ,1719457410
291,san patricio,28.017,-97.5169,29.91,82,0,4.42,US,1719457412
292,jaleshwar,26.6471,85.8008,32.54,56,52,3.57,NP,1719457413
293,acapulco de juarez,16.8634,-99.8901,27.9,78,40,2.57,MX,1719457415
294,lincoln city,44.9582,-124.0179,16.59,91,96,1.79,US,1719457417
295,sandnessjoen,66.0217,12.6316,7.29,74,67,4.06,NO,1719457418
296,nova praha,48.5682,32.9027,16.68,74,1,3.21,UA,1719457420
297,qarchi gak,37.04,66.7889,35.21,16,4,3.59,AF,1719457421
298,morehead city,34.7229,-76.726,27.79,88,20,5.66,US,1719457423
299,al hilaliyya,14.9398,33.234,31.03,49,97,7.15,SD,1719457424
300,pekanbaru,0.5333,101.45,29.18,79,40,2.57,ID,1719457327
301,dunedin,-45.8742,170.5036,11.0,74,41,3.13,NZ,1719457427
302,naraina,26.7833,75.2,30.68,63,100,3.72,IN,1719457429
303,taoudenni,22.6783,-3.9836,35.47,10,8,5.99,ML,1719457433
304,sarh,9.1429,18.3923,25.62,73,64,1.61,TD,1719457435
305,mikhaylovskoye,51.8239,79.7172,29.48,43,2,1.68,RU,1719457437
306,gadzhiyevo,69.2551,33.3362,10.6,73,13,0.72,RU,1719457438
307,antsiranana,-12.2787,49.2917,22.91,68,45,9.1,MG,1719457440
308,amalfi,6.9102,-75.0776,16.01,99,100,0.79,CO,1719457442
309,san antonio de pale,-1.4014,5.6325,23.29,90,100,3.14,GQ,1719457444
310,baiti,13.745,-14.7482,27.38,61,99,4.81,SN,1719457446
311,ola,59.5833,151.2833,7.96,92,100,0.73,RU,1719457448
312,manokwari,-0.8667,134.0833,28.06,75,100,2.59,ID,1719457449
313,kharovsk,59.9642,40.1912,13.65,66,0,2.43,RU,1719457451
314,kikwit,-5.041,18.8162,19.49,36,66,1.32,CD,1719457453
315,otsuki,35.6,138.9333,28.88,63,100,2.23,JP,1719457204
316,aberdeen,57.1437,-2.0981,14.27,96,75,3.09,GB,1719457456
317,cividale del friuli,46.0931,13.4275,19.08,85,100,1.68,IT,1719457293
318,cherdyn',60.403,56.4787,9.26,99,100,2.54,RU,1719457459
319,ivanivka,46.7208,34.553,18.61,63,0,2.76,UA,1719457460
320,monroeville,40.4212,-79.7881,19.47,90,40,1.54,US,1719457462
321,neiva,2.9273,-75.2819,24.26,66,100,1.95,CO,1719457389
322,vadso,70.0744,29.7487,11.49,76,0,1.54,NO,1719457465
323,hotan,37.0997,79.9269,32.68,12,41,2.78,CN,1719457466
324,rovaniemi,66.5,25.7167,13.67,58,0,1.03,FI,1719457408
325,mili,6.0815,171.735,28.89,76,82,6.68,MH,1719457469
326,cabo san lucas,22.8909,-109.9124,29.23,73,1,1.34,MX,1719457232
327,carutapera,-1.195,-46.02,23.7,94,10,2.09,BR,1719457472
328,saudarkrokur,65.7461,-19.6394,6.79,89,93,2.63,IS,1719457475
329,qaqortoq,60.7167,-46.0333,5.1,88,100,2.34,GL,1719457476
330,santa ana de yacuma,-13.75,-65.4333,22.35,60,34,3.72,BO,1719457478
331,damara,4.9608,18.7035,21.61,97,100,0.59,CF,1719457479
332,sanghar,26.0466,68.9481,36.86,41,94,4.02,PK,1719457481
333,ust'-ilimsk,58.0006,102.6619,28.87,36,31,3.15,RU,1719457449
334,demopolis,32.5176,-87.8364,22.97,100,0,0.0,US,1719457486
335,pangody,65.85,74.4859,20.56,56,33,7.01,RU,1719457489
336,byron bay,-28.65,153.6167,23.17,65,85,0.58,AU,1719457490
337,akrehamn,59.2667,5.1833,16.34,94,100,4.12,NO,1719457371
338,fale old settlement,-9.3852,-171.2468,29.04,75,18,8.2,TK,1719457493
339,qamdo,31.1667,97.2333,13.12,53,84,1.83,CN,1719457487
340,rongelap,11.1635,166.8941,28.51,72,64,7.87,MH,1719457496
341,flekkefjord,58.2971,6.6607,17.75,86,2,3.02,NO,1719457498
342,jaguaruna,-28.615,-49.0256,12.56,84,34,3.38,BR,1719457502
343,la gi,10.6667,107.7833,29.35,72,73,2.25,VN,1719457506
344,timbuktu,16.7735,-3.0074,35.33,24,41,3.03,ML,1719457508
345,sosnovo-ozerskoye,52.5249,111.5418,22.31,48,9,3.34,RU,1719457510
346,afif,23.9065,42.9172,26.21,20,89,2.88,SA,1719457511
347,vohibinany,-17.35,49.0333,18.44,100,99,1.21,MG,1719457513
348,reggane,26.7158,0.1714,35.53,10,32,0.76,DZ,1719457517
349,belalcazar,2.6547,-75.9928,13.73,97,99,1.7,CO,1719457519
350,sittwe,20.15,92.9,28.41,83,98,8.54,MM,1719457520
351,la passe,45.5549,-0.8967,21.13,85,94,1.3,FR,1719457522
352,papao,-17.75,-149.55,26.82,83,18,10.14,PF,1719457523
353,chaohu,31.6,117.8667,22.86,92,100,3.62,CN,1719457413
354,sasayama,35.0667,135.2167,27.64,64,100,1.78,JP,1719457293
355,malango,-2.9627,119.9001,27.42,63,74,2.07,ID,1719457529
356,atafu village,-8.5421,-172.5159,28.56,78,12,7.53,TK,1719457530
357,akureyri,65.6835,-18.0878,8.85,79,100,2.45,IS,1719457531
358,gerash,27.6652,54.1371,29.04,23,0,2.84,IR,1719457533
359,jasdan,22.0333,71.2,28.63,81,100,4.43,IN,1719457534
360,wabag,-5.4781,143.7021,18.79,79,100,1.95,PG,1719457536
361,vernon,50.2581,-119.2691,20.16,67,96,0.97,CA,1719457537
362,miyako,39.6367,141.9525,22.51,58,0,3.85,JP,1719457539
363,alesund,62.4723,6.1549,16.53,94,40,1.54,NO,1719457450
364,zaragoza,41.6561,-0.8773,23.9,59,0,0.0,ES,1719457553
365,revda,56.801,59.9303,12.43,82,98,1.55,RU,1719457555
366,nuuk,64.1835,-51.7216,5.62,94,100,4.22,GL,1719457556
367,san ciro de acosta,21.6333,-99.8167,22.86,93,21,1.62,MX,1719457558
368,poronaysk,49.2167,143.1167,13.05,81,8,5.28,RU,1719457560
369,aykhal,66.0,111.5,22.89,36,100,4.1,RU,1719457563
370,coquimbo,-29.9533,-71.3436,13.88,55,0,6.69,CL,1719457488
371,inongo,-1.95,18.2667,20.46,59,94,1.69,CD,1719457568
372,dame-marie,18.5667,-74.4167,27.89,76,100,1.05,HT,1719457570
373,awjilah,29.1081,21.2869,27.94,30,0,5.03,LY,1719457571
374,yorkton,51.2167,-102.4677,15.67,68,100,2.36,CA,1719457573
375,verkhnevilyuysk,63.4453,120.3167,20.23,44,98,3.83,RU,1719457575
376,punta del este,-34.9667,-54.95,10.49,75,0,8.23,UY,1719457577
377,jinan,36.6683,116.9972,33.9,19,15,1.75,CN,1719457314
378,obo,5.3998,26.4869,19.39,89,88,0.65,CF,1719457580
379,caernarfon,53.1413,-4.2702,15.93,49,100,6.69,GB,1719457582
380,molochnyy,68.8539,33.0205,7.31,100,0,1.0,RU,1719457584
381,tual,-5.6667,132.75,26.77,86,16,6.48,ID,1719457585
382,xining,36.6167,101.7667,23.78,45,100,0.91,CN,1719457569
383,dabhol,17.6,73.1667,25.93,92,100,4.91,IN,1719457588
384,phalodi,27.1333,72.3667,32.72,53,98,2.63,IN,1719457569
385,bereznik,62.8551,42.7072,13.69,53,12,1.26,RU,1719457591
386,krasnyy chikoy,50.3643,108.7512,19.19,62,100,2.28,RU,1719457593
387,tofol,5.3248,163.0078,28.87,74,97,3.34,FM,1719457594
388,al lagowa,11.4,29.1333,26.42,61,60,3.27,SD,1719457596
389,okha,53.5739,142.9478,20.86,59,76,5.45,RU,1719457597
390,at-bashi,41.1702,75.8106,22.01,38,45,0.57,KG,1719457599
391,pankrushikha,53.8319,80.3406,25.55,70,0,2.37,RU,1719457600
392,chiang mai,18.75,99.0,28.04,78,40,3.09,TH,1719457193
393,afaahiti,-17.75,-149.2833,25.93,85,51,9.3,PF,1719457603
394,poiares,40.2103,-8.2575,16.79,87,4,1.38,PT,1719457605
395,sao fidelis,-21.6461,-41.7469,21.6,78,4,1.58,BR,1719457606
396,macapa,0.0389,-51.0664,26.99,94,20,2.06,BR,1719457608
397,colonia,50.9333,6.95,21.01,83,0,1.54,DE,1719457609
398,aden,12.7794,45.0367,30.87,72,100,9.29,YE,1719457611
399,sabang,5.8933,95.3214,28.4,72,87,1.91,ID,1719457612
400,plouzane,48.3833,-4.6167,15.18,88,75,3.6,FR,1719457614
401,senanga,-16.1167,23.2667,9.36,70,0,2.59,ZM,1719457617
402,bridgewater,44.3835,-64.5155,19.5,92,100,2.24,CA,1719457619
403,cherokee,34.2668,-84.4499,28.83,84,100,2.06,US,1719457494
404,utete,-7.986,38.758,20.83,89,91,1.05,TZ,1719457622
405,pisco,-13.7,-76.2167,17.03,88,100,1.03,PE,1719457576
406,roma,43.2128,-75.4557,17.75,95,75,3.6,US,1719457625
407,owen sound,44.5672,-80.9435,15.64,90,2,2.24,CA,1719457627
408,francistown,-21.17,27.5079,10.67,89,53,5.57,BW,1719457628
409,dawson creek,55.7666,-120.2362,16.8,72,75,3.09,CA,1719457630
410,chinhoyi,-17.3667,30.2,12.71,57,83,2.25,ZW,1719457540
411,diffa,13.3154,12.6113,29.23,49,94,2.55,NE,1719457633
412,ad dabbah,18.05,30.95,31.46,13,100,3.69,SD,1719457635
413,karratha,-20.7377,116.8463,24.12,69,89,6.7,AU,1719457501
414,bel ombre,-4.6167,55.4167,26.3,82,57,5.54,SC,1719457642
415,olinda,-8.0089,-34.8553,24.85,83,75,2.06,BR,1719457643
416,ust-tsilma,65.441,52.1498,8.93,64,50,3.5,RU,1719457645
417,selkirk,50.1436,-96.8845,14.54,72,6,2.49,CA,1719457646
418,kimbe,-5.5502,150.1429,30.14,71,100,1.19,PG,1719457648
419,gizo,-8.103,156.8419,28.44,79,96,4.92,SB,1719457649
420,muisne,0.6,-80.0333,24.66,83,100,5.01,EC,1719457651
421,valparaiso,-33.0393,-71.6273,13.33,56,0,3.09,CL,1719457652
422,nova sintra,14.8667,-24.7167,19.62,83,33,7.74,CV,1719457654
423,hirara,24.8,125.2833,28.76,80,75,6.03,JP,1719457655
424,talas,38.6908,35.5538,10.37,76,0,3.09,TR,1719457657
425,zambezi,-13.5432,23.1047,8.89,75,18,2.44,ZM,1719457658
426,buala,-8.145,159.5921,29.47,68,91,4.59,SB,1719457659
427,sinop,41.7711,34.8709,13.49,55,0,1.46,TR,1719457661
428,gua musang,4.8823,101.9644,30.25,67,76,0.48,MY,1719457662
429,hobyo,5.3505,48.5268,25.45,79,99,11.16,SO,1719457664
430,onega,63.9061,38.1404,13.35,87,88,2.17,RU,1719457666
431,save,8.0425,2.486,23.28,95,99,1.4,BJ,1719457672
432,kandahar,31.0,65.75,32.05,10,0,2.52,AF,1719457438
433,kavaratti,10.5669,72.642,27.27,85,100,8.34,IN,1719457675
434,kendari,-3.945,122.4989,28.97,64,5,2.15,ID,1719457557
435,alice springs,-23.7,133.8833,21.75,20,0,2.57,AU,1719457560
436,iwanai,42.9744,140.5089,22.65,62,88,4.89,JP,1719457682
437,enshi,30.3,109.4833,19.42,98,100,0.29,CN,1719457684
438,el granada,37.5027,-122.4694,21.14,74,0,8.23,US,1719457685
439,svencionys,55.15,26.1667,16.28,81,0,1.29,LT,1719457687
440,tateyama,34.9833,139.8667,23.18,80,83,1.1,JP,1719457688
441,tsetserleg,47.475,101.4542,14.95,75,100,1.93,MN,1719457690
442,lata,40.1629,-8.3327,16.62,87,4,1.42,PT,1719457691
443,nichinan,31.6,131.3667,21.82,89,100,2.43,JP,1719457693
444,alta,69.9689,23.2717,9.59,79,40,1.54,NO,1719457694
445,centenario,-38.8043,-68.14,9.86,66,0,1.03,AR,1719457674
446,sidi ifni,29.3797,-10.173,18.42,84,37,4.36,MA,1719457697
447,habay-la-vieille,49.7233,5.62,16.89,91,1,1.03,BE,1719457701
448,chibougamau,49.9168,-74.3659,10.22,67,100,3.74,CA,1719457703
449,morteros,-30.7116,-61.9986,5.57,64,67,4.29,AR,1719457703
450,mindelo,16.8901,-24.9804,23.75,69,40,6.69,CV,1719457606
451,melouza,35.98,4.1867,25.4,37,7,6.15,DZ,1719457707
452,aripuana,-9.1667,-60.6333,22.85,54,0,0.83,BR,1719457708
453,varkaus,62.3153,27.873,20.73,79,8,2.19,FI,1719457710
454,pandan,14.0453,124.1694,29.97,71,100,3.88,PH,1719457712
455,monahans,31.5943,-102.8926,36.38,37,0,8.75,US,1719457713
456,nizhniy kuranakh,58.8353,125.4869,19.19,47,99,3.77,RU,1719457715
457,kidal,18.4411,1.4078,33.11,27,14,3.23,ML,1719457716
458,coari,-4.085,-63.1414,26.47,67,67,0.37,BR,1719457720
459,beledweyne,4.7358,45.2036,24.25,77,37,7.76,SO,1719457611
460,suomussalmi,64.8869,28.9078,15.53,90,35,1.71,FI,1719457722
461,sauce,-34.6469,-56.0628,8.17,77,14,6.19,UY,1719457724
462,mont-dore,-22.2833,166.5833,25.0,99,78,5.11,NC,1719457726
463,acarau,-2.8856,-40.12,25.27,83,1,5.4,BR,1719457727
464,salekhard,66.53,66.6019,16.33,94,100,4.14,RU,1719457728
465,vicuna,-30.0319,-70.7081,7.85,19,62,4.97,CL,1719457730
466,moose jaw,50.4001,-105.5344,17.17,60,33,3.97,CA,1719457731
467,stony plain,53.5334,-114.0021,19.86,80,100,6.04,CA,1719457733
468,boumerdas,36.7664,3.4772,25.88,54,1,3.64,DZ,1719457734
469,kabalo,-6.05,26.9167,18.62,49,6,2.02,CD,1719457736
470,brady,31.1352,-99.3351,31.96,54,0,3.6,US,1719457737
471,talakan,50.3167,130.3667,29.44,37,14,3.7,RU,1719457739
472,macheng,31.1783,115.0319,23.06,87,100,2.48,CN,1719457740
473,soller,39.7662,2.7152,22.8,61,11,2.44,ES,1719457742
474,gargalianoi,37.0667,21.6333,24.64,71,0,3.55,GR,1719457743
475,saint-felicien,48.6501,-72.4491,12.02,72,100,2.08,CA,1719457745
476,preobrazheniye,42.9019,133.9064,21.84,68,74,5.16,RU,1719457747
477,aqadyr,48.2553,72.8483,29.38,22,2,1.78,KZ,1719457748
478,lerwick,60.1545,-1.1494,13.0,94,87,9.37,GB,1719457750
479,humaita,-7.5061,-63.0208,25.81,52,21,1.01,BR,1719457734
480,sao francisco,-15.9486,-44.8644,19.09,53,3,0.74,BR,1719457754
481,tynda,55.1667,124.7167,20.41,63,100,4.09,RU,1719457756
482,porto seguro,-16.4497,-39.0647,21.29,94,40,1.03,BR,1719457757
483,iskitim,54.6366,83.3045,25.28,68,17,1.82,RU,1719457490
484,iquitos,-3.7481,-73.2472,25.02,88,75,1.03,PE,1719457760
485,walvis bay,-22.9575,14.5053,23.17,33,0,11.5,NA,1719457762
486,sisimiut,66.9395,-53.6735,6.84,76,100,3.91,GL,1719457763
487,saint-chamas,43.55,5.0333,20.04,89,0,3.09,FR,1719457767
488,birendranagar,28.6019,81.6339,29.56,63,60,1.1,NP,1719457769
489,san clemente del tuyu,-36.3569,-56.7235,7.77,63,83,9.71,AR,1719457770
490,mahbubabad,17.6167,80.0167,25.14,92,100,0.78,IN,1719457772
491,carnarvon,-24.8667,113.6333,20.96,63,86,8.43,AU,1719457773
492,mont-tremblant,46.1949,-74.6264,15.76,97,100,1.78,CA,1719457775
493,nantucket,41.2835,-70.0995,22.27,100,100,6.69,US,1719457540
494,jutai,-5.1833,-68.9,25.3,76,74,1.28,BR,1719457778
495,camalu,30.85,-116.0667,22.03,86,30,3.67,MX,1719457779
496,ivolginsk,51.7492,107.2837,19.81,60,75,4.0,RU,1719457781
497,katerero,-1.4,31.7333,17.83,61,39,3.71,TZ,1719457784
498,livorno,43.2333,10.5833,22.6,91,12,1.27,IT,1719457709
499,howard springs,-12.497,131.047,31.66,69,14,2.87,AU,1719457787
500,buarcos,40.166,-8.8768,16.02,95,2,2.07,PT,1719457788
501,mansa,29.9833,75.3833,33.24,55,100,5.05,IN,1719457701
502,horta,38.5333,-28.6333,20.57,88,45,0.45,PT,1719457791
503,lagos,6.5833,3.75,24.39,92,100,1.47,NG,1719457723
504,marica,-22.9194,-42.8186,23.95,71,1,3.04,BR,1719457794
505,trinity beach,-16.7888,145.6968,30.01,84,100,3.09,AU,1719457795
506,natividade,-21.0422,-41.9733,19.49,74,2,1.91,BR,1719457797
507,nyrob,60.733,56.7202,9.66,99,100,2.42,RU,1719457798
508,shingu,33.7333,135.9833,25.5,84,100,2.2,JP,1719457505
509,tepetlaoxtoc de hidalgo,19.5833,-98.8167,17.42,94,99,2.83,MX,1719457803
510,puerto aysen,-45.4,-72.7,4.5,100,100,1.87,CL,1719457806
511,sirmione,45.4686,10.6052,20.11,78,56,2.24,IT,1719457511
512,kvissleby,62.2936,17.375,13.91,79,97,1.83,SE,1719457809
513,sol'tsy,58.1239,30.3238,14.35,74,0,1.69,RU,1719457811
514,port isabel,26.0734,-97.2086,29.45,81,20,4.63,US,1719457812
515,esquipulas,14.5667,-89.35,20.08,99,100,1.19,GT,1719457813
516,ulladulla,-35.35,150.4667,17.23,45,5,4.37,AU,1719457815
517,qarauyl,48.9451,79.255,28.62,32,1,0.2,KZ,1719457817
518,puerto san jose,13.9256,-90.8244,25.53,91,100,3.44,GT,1719457744
519,cobram,-35.9167,145.65,12.89,65,97,2.7,AU,1719457819
520,greymouth,-42.4667,171.2,12.02,70,19,0.89,NZ,1719457821
521,tarija,-21.5355,-64.7296,8.71,64,81,0.51,BO,1719457822
522,pikeville,37.4793,-82.5188,23.51,89,100,0.0,US,1719457826
523,weno,7.4515,151.8468,29.97,74,100,4.12,FM,1719457828
524,marsala,37.7966,12.4352,22.74,73,0,3.11,IT,1719457830
525,chos malal,-37.3781,-70.2709,8.29,80,10,7.45,AR,1719457831
526,dharampur,20.5333,73.1833,28.08,84,100,4.28,IN,1719457834
527,guarapari,-20.6667,-40.4975,21.58,73,3,3.41,BR,1719457835
528,fukuecho,32.6881,128.8419,23.2,94,75,3.6,JP,1719457561
529,bandar,2.05,99.75,31.35,62,85,1.18,ID,1719457838
530,kerikeri,-35.2268,173.9474,18.84,63,3,3.58,NZ,1719457643
531,dumai,1.6833,101.45,28.24,78,92,1.04,ID,1719457430
532,tura,25.5198,90.2201,27.96,88,78,1.73,IN,1719457843
533,paragominas,-2.9667,-47.4833,22.48,76,3,1.6,BR,1719457701
534,farasan,16.7022,42.1183,31.84,70,96,2.09,SA,1719457845
535,simenqian,27.4872,110.8861,22.04,98,100,1.25,CN,1719457847
536,holualoa,19.6228,-155.9522,25.91,92,100,2.57,US,1719457848
537,yeniseysk,58.4497,92.1703,27.36,45,1,2.88,RU,1719457850
538,jayapura,-2.5333,140.7,29.66,87,97,3.53,ID,1719457568
539,chinu,9.1057,-75.3981,24.32,88,32,2.12,CO,1719457640
540,altamont,42.2068,-121.7372,19.31,47,0,7.2,US,1719457857
541,burao,9.5221,45.5336,22.75,55,70,11.84,SO,1719457845
542,ismailia,30.6043,32.2723,21.73,86,0,1.71,EG,1719457862
543,bambanglipuro,-7.95,110.2833,30.01,65,5,1.79,ID,1719457863
544,saint-philippe,-21.3585,55.7679,18.77,72,37,4.7,RE,1719457865
545,greenville,35.6127,-77.3663,28.09,86,0,6.69,US,1719457866
546,labytnangi,66.6572,66.4183,15.55,95,100,3.44,RU,1719457868
547,uvalde,29.3669,-99.767,31.74,45,4,6.52,US,1719457869
548,kyotera,-0.6156,31.5175,14.99,63,57,2.1,UG,1719457871
549,vydrino,51.485,104.8461,14.19,79,96,1.84,RU,1719457872
550,barra de santo antonio,-9.4047,-35.5072,23.6,80,47,1.82,BR,1719457874
551,kourou,5.1552,-52.6478,24.03,90,72,0.66,GF,1719457798
